victim_id,name,age,gender,occupation,district,repeat_victim,vulnerability_index,district_id,occupation_id
375,Anita Fernandes,73,Female,Housewife,Dharwad,0,0.36,8,5
376,Shiva Rao,21,Female,Student,Belagavi,0,0.62,6,10
377,Sanjay D'Souza,35,Female,Housewife,Bengaluru Urban,1,0.98,1,5
378,Arun Prasad,18,Female,Retired,Mysuru,0,0.46,3,9
379,Sanjay Murthy,21,Male,Housewife,Shivamogga,0,0.8,11,5
380,Joseph Kumar,72,Female,Retired,Dakshina Kannada,0,0.5,5,9
381,Mohan Reddy,11,Male,Farmer,Bengaluru Urban,0,0.99,1,3
382,Shiva Swamy,34,Male,Labour,Shivamogga,0,0.37,11,6
383,Mohan Raju,23,Male,Student,Kalaburagi,0,0.58,7,10
384,Mohan Prasad,66,Female,Business,Tumakuru,0,0.91,4,1
385,Maria Patil,27,Male,Labour,Belagavi,1,0.22,6,6
386,Mohan Raju,20,Male,Student,Bengaluru Rural,0,0.56,2,10
387,Kumar D'Souza,26,Other,Student,Tumakuru,0,0.95,4,10
388,Joseph Raju,40,Male,Labour,Udupi,0,0.92,12,6
389,Deepa Prasad,70,Male,Business,Shivamogga,0,0.31,11,1
390,Anjali Rao,22,Female,Farmer,Hassan,0,0.22,10,3
391,Deepa Nair,33,Male,Housewife,Kalaburagi,0,0.95,7,5
392,Deepa Rao,35,Male,Government Employee,Shivamogga,0,0.27,11,4
393,Imran Prasad,28,Female,Retired,Mysuru,0,0.81,3,9
394,Priya Kumar,27,Male,Business,Shivamogga,0,0.16,11,1
395,Kavita Nair,42,Male,Farmer,Dakshina Kannada,1,0.44,5,3
396,Arun Reddy,63,Male,Government Employee,Hassan,0,0.54,10,4
397,Anjali Shetty,49,Female,Business,Bengaluru Urban,0,0.95,1,1
398,Shiva Menon,42,Other,Retired,Dharwad,0,0.33,8,9
399,Joseph Sharma,35,Male,Government Employee,Bengaluru Urban,0,0.68,1,4
400,Priya Menon,30,Female,Labour,Mysuru,0,0.42,3,6
401,Sunita D'Souza,40,Female,Farmer,Dakshina Kannada,0,0.18,5,3
402,Kavita Kumar,30,Female,Business,Udupi,0,0.18,12,1
403,Patel Shetty,33,Female,Labour,Bengaluru Urban,0,0.48,1,6
404,Lakshmi Murthy,35,Female,Business,Kalaburagi,1,0.27,7,1
405,Maria D'Souza,51,Female,Private Employee,Tumakuru,0,0.7,4,8
406,Joseph Iyer,67,Male,Labour,Mysuru,0,0.89,3,6
407,Kumar Kumar,38,Male,Housewife,Ballari,0,0.15,9,5
408,Meera Reddy,36,Male,Farmer,Ballari,0,0.87,9,3
409,Anita Nair,25,Male,Retired,Tumakuru,0,0.94,4,9
410,Krishna Naik,67,Female,Labour,Bengaluru Urban,0,0.65,1,6
411,Arun Gowda,23,Male,Housewife,Kalaburagi,0,0.19,7,5
412,Pooja Prasad,33,Female,Retired,Bengaluru Rural,0,0.11,2,9
413,Priya Murthy,39,Male,Government Employee,Belagavi,0,0.26,6,4
414,Girish Menon,54,Female,Housewife,Mysuru,0,0.49,3,5
415,Rajesh Reddy,29,Male,Student,Mysuru,0,0.77,3,10
416,Joseph Rao,56,Female,Government Employee,Bengaluru Rural,0,0.6,2,4
417,Kavita Khan,35,Female,Retired,Mysuru,1,0.2,3,9
418,Meera Prasad,12,Male,Farmer,Bengaluru Urban,0,0.41,1,3
419,Ravi D'Souza,74,Male,Government Employee,Dharwad,1,0.49,8,4
420,Kumar Hegde,47,Male,Business,Dakshina Kannada,0,0.32,5,1
421,Lakshmi Reddy,57,Female,Housewife,Tumakuru,0,0.63,4,5
422,Arun Sharma,38,Male,Government Employee,Tumakuru,0,0.48,4,4
423,Anjali Naik,33,Male,Government Employee,Udupi,0,0.31,12,4
424,Suresh Prasad,25,Male,Student,Dakshina Kannada,1,0.43,5,10
425,Ramesh Hegde,73,Male,Student,Mysuru,1,0.15,3,10
426,Anita Murthy,37,Male,Business,Kalaburagi,0,0.95,7,1
427,Arun Reddy,22,Female,Housewife,Belagavi,0,0.83,6,5
428,Pooja Iyer,49,Male,Government Employee,Tumakuru,0,0.18,4,4
429,Patel Iyer,28,Male,Farmer,Tumakuru,0,0.93,4,3
430,Shameer Patel,26,Male,Labour,Tumakuru,0,0.24,4,6
431,Deepa Nair,24,Female,Private Employee,Belagavi,0,0.75,6,8
432,Lakshmi D'Souza,53,Female,Student,Mysuru,0,0.73,3,10
433,Nandini Naik,18,Female,Farmer,Udupi,0,0.55,12,3
434,Mohan Patil,47,Male,Retired,Ballari,0,0.46,9,9
435,Ravi Patil,20,Female,Student,Ballari,0,0.74,9,10
436,Anjali Hegde,40,Male,Government Employee,Ballari,1,0.3,9,4
437,Suresh Pillai,40,Male,Government Employee,Mysuru,0,0.81,3,4
438,Krishna Rao,38,Female,Student,Shivamogga,0,0.64,11,10
439,Maria Raju,19,Male,Housewife,Kalaburagi,0,0.37,7,5
440,Krishna Gowda,71,Female,Farmer,Udupi,0,0.26,12,3
441,Joseph Swamy,68,Male,Retired,Shivamogga,0,0.66,11,9
442,Krishna Fernandes,37,Male,Government Employee,Tumakuru,0,0.83,4,4
443,Girish Hegde,35,Female,Retired,Belagavi,1,0.53,6,9
444,Kumar Patil,45,Male,Labour,Udupi,0,0.35,12,6
445,Krishna Khan,20,Female,Farmer,Bengaluru Rural,1,0.48,2,3
446,Arun Prasad,43,Male,Student,Hassan,1,0.45,10,10
447,Ganesh Pillai,18,Female,Housewife,Tumakuru,0,0.34,4,5
448,Ravi Gowda,70,Female,Business,Ballari,0,0.4,9,1
449,Vijay Murthy,37,Female,Labour,Mysuru,0,0.53,3,6
450,Maria Nair,26,Female,Business,Bengaluru Urban,0,0.19,1,1
451,Rekha D'Souza,26,Male,Farmer,Bengaluru Urban,0,0.45,1,3
452,Priya Menon,22,Male,Business,Dharwad,0,0.2,8,1
453,Meera Kumar,22,Female,Business,Belagavi,0,0.93,6,1
454,Vijay Patil,70,Male,Private Employee,Hassan,0,0.48,10,8
455,Anita Iyer,72,Female,Private Employee,Bengaluru Rural,0,0.55,2,8
456,Shiva Kumar,22,Female,Housewife,Shivamogga,1,0.23,11,5
457,Krishna Kumar,46,Male,Retired,Udupi,0,0.18,12,9
458,Ganesh Khan,56,Male,Labour,Kalaburagi,0,0.98,7,6
459,Vijay Pillai,41,Female,Retired,Kalaburagi,0,0.58,7,9
460,Krishna Hegde,48,Male,Retired,Ballari,0,0.72,9,9
461,Priya Singh,33,Male,Student,Belagavi,0,0.96,6,10
462,Meera Singh,52,Female,Housewife,Dakshina Kannada,0,0.85,5,5
463,Priya Rao,44,Female,Student,Udupi,1,0.97,12,10
464,Patel Gowda,43,Female,Retired,Belagavi,1,0.2,6,9
465,Krishna Iyer,46,Female,Student,Mysuru,0,0.17,3,10
466,Krishna D'Souza,27,Male,Housewife,Dharwad,0,0.77,8,5
467,Lakshmi D'Souza,40,Female,Labour,Shivamogga,0,0.36,11,6
468,Suresh Iyer,28,Female,Housewife,Bengaluru Urban,0,0.48,1,5
469,Deepa Nair,65,Female,Government Employee,Udupi,0,0.94,12,4
470,Pooja Khan,19,Other,Housewife,Udupi,0,0.66,12,5
471,Krishna Raju,20,Female,Business,Udupi,0,0.38,12,1
472,Kumar Naik,43,Female,Retired,Tumakuru,0,0.19,4,9
473,Anjali Patel,30,Male,Government Employee,Mysuru,0,0.16,3,4
474,Rajesh Raju,40,Male,Student,Tumakuru,0,0.98,4,10
475,Shiva Murthy,49,Male,Private Employee,Bengaluru Rural,0,0.11,2,8
476,Sanjay Prasad,22,Male,Retired,Udupi,0,0.22,12,9
477,Ramesh Prasad,41,Male,Housewife,Bengaluru Urban,0,0.44,1,5
478,Anita Patil,32,Male,Labour,Bengaluru Rural,0,0.18,2,6
479,Shiva Menon,37,Female,Housewife,Ballari,0,0.76,9,5
480,Girish Sharma,41,Male,Private Employee,Hassan,0,0.49,10,8
481,Joseph Khan,75,Male,Business,Mysuru,0,0.99,3,1
482,Vijay Shetty,18,Female,Business,Dharwad,1,0.38,8,1
483,Mohan Nair,56,Female,Private Employee,Bengaluru Rural,1,0.74,2,8
484,Sunita Fernandes,46,Female,Housewife,Bengaluru Rural,0,0.54,2,5
485,Sanjay D'Souza,22,Female,Housewife,Dharwad,0,0.86,8,5
486,Mohan Menon,62,Male,Labour,Dakshina Kannada,0,0.99,5,6
487,Suresh Hegde,28,Female,Student,Mysuru,0,0.36,3,10
488,Anjali Kumar,24,Male,Labour,Shivamogga,1,0.52,11,6
489,Arun Kumar,45,Male,Business,Kalaburagi,0,0.28,7,1
490,Kavita Iyer,23,Male,Labour,Bengaluru Rural,0,0.13,2,6
491,Vijay Pillai,25,Male,Student,Hassan,0,0.16,10,10
492,Lakshmi Rao,64,Male,Student,Shivamogga,0,0.33,11,10
493,Mohan Nair,20,Male,Government Employee,Udupi,0,0.48,12,4
494,Kumar Naik,22,Male,Retired,Belagavi,0,0.37,6,9
495,Lakshmi Murthy,24,Female,Housewife,Udupi,0,0.92,12,5
496,Deepa Iyer,31,Male,Housewife,Belagavi,0,0.84,6,5
497,Ravi Sharma,41,Female,Housewife,Dharwad,0,0.2,8,5
498,Sunita Prasad,64,Female,Labour,Mysuru,0,0.68,3,6
499,Rajesh Rao,32,Male,Housewife,Hassan,0,0.41,10,5
500,Nandini Gowda,72,Male,Private Employee,Bengaluru Urban,0,0.38,1,8
501,Maria Murthy,54,Female,Labour,Kalaburagi,0,0.42,7,6
502,Ganesh Patel,47,Male,Housewife,Dharwad,0,0.26,8,5
503,Ramesh Khan,48,Male,Retired,Shivamogga,0,0.66,11,9
504,Mohan Reddy,54,Male,Student,Hassan,0,0.19,10,10
505,Deepa Reddy,50,Female,Student,Shivamogga,0,0.48,11,10
506,Deepa Khan,25,Male,Labour,Bengaluru Rural,0,0.81,2,6
507,Ravi Singh,43,Female,Government Employee,Dakshina Kannada,0,0.34,5,4
508,Joseph Hegde,64,Male,Retired,Bengaluru Urban,1,0.24,1,9
509,Krishna Iyer,26,Male,Housewife,Hassan,0,0.32,10,5
510,Shameer Pillai,57,Male,Student,Hassan,0,0.95,10,10
511,Sanjay Patel,36,Female,Retired,Tumakuru,1,0.82,4,9
512,Shiva Khan,49,Female,Government Employee,Ballari,0,0.39,9,4
513,Ramesh Gowda,18,Female,Housewife,Bengaluru Urban,0,0.59,1,5
514,Sanjay Gowda,69,Female,Housewife,Dharwad,0,0.8,8,5
515,Rekha Hegde,28,Male,Farmer,Udupi,0,0.81,12,3
516,Sunita Kumar,32,Female,Student,Shivamogga,0,0.88,11,10
517,Arun Reddy,27,Male,Government Employee,Mysuru,1,0.54,3,4
518,Sanjay Reddy,21,Male,Student,Kalaburagi,1,0.96,7,10
519,Ramesh Khan,28,Female,Labour,Mysuru,0,0.11,3,6
520,Imran Iyer,27,Female,Business,Belagavi,0,0.54,6,1
521,Ravi Patil,48,Female,Government Employee,Bengaluru Rural,0,0.13,2,4
522,Rajesh Singh,12,Male,Farmer,Bengaluru Urban,0,0.3,1,3
523,Sunita Nair,35,Male,Business,Belagavi,0,0.69,6,1
524,Ramesh Prasad,46,Female,Farmer,Dakshina Kannada,0,0.72,5,3
525,Sanjay Reddy,59,Female,Government Employee,Mysuru,0,0.96,3,4
526,Ramesh Iyer,45,Female,Private Employee,Hassan,1,0.44,10,8
527,Meera Pillai,23,Female,Labour,Mysuru,0,0.96,3,6
528,Anita Iyer,24,Female,Private Employee,Kalaburagi,1,0.26,7,8
529,Kumar Singh,30,Male,Farmer,Shivamogga,0,0.23,11,3
530,Kavita Gowda,18,Female,Farmer,Dharwad,0,0.39,8,3
531,Sanjay Shetty,19,Female,Farmer,Bengaluru Rural,0,0.74,2,3
532,Mohan Swamy,72,Female,Retired,Shivamogga,0,0.39,11,9
533,Suresh Murthy,21,Male,Government Employee,Kalaburagi,1,0.51,7,4
534,Sanjay Hegde,49,Female,Government Employee,Bengaluru Urban,0,0.87,1,4
535,Anita Sharma,65,Female,Retired,Bengaluru Urban,0,0.93,1,9
536,Ravi Kumar,28,Male,Retired,Udupi,0,0.39,12,9
537,Deepa Patel,19,Male,Student,Kalaburagi,0,0.99,7,10
538,Krishna Singh,34,Female,Business,Bengaluru Urban,0,0.84,1,1
539,Anjali D'Souza,23,Male,Business,Tumakuru,0,0.83,4,1
540,Ravi Naik,68,Male,Student,Bengaluru Rural,1,0.37,2,10
541,Shameer Khan,29,Male,Housewife,Mysuru,0,0.21,3,5
542,Ganesh Swamy,20,Female,Retired,Shivamogga,0,0.21,11,9
543,Lakshmi Menon,49,Male,Government Employee,Belagavi,0,0.53,6,4
544,Anita Kumar,30,Male,Farmer,Shivamogga,0,0.87,11,3
545,Lakshmi Naik,33,Male,Farmer,Dharwad,0,0.27,8,3
546,Krishna Swamy,21,Female,Private Employee,Dakshina Kannada,0,0.69,5,8
547,Vijay Hegde,54,Female,Retired,Dharwad,0,0.56,8,9
548,Mohan Nair,37,Male,Government Employee,Hassan,0,0.23,10,4
549,Arun Hegde,74,Male,Labour,Mysuru,0,0.53,3,6
550,Sunita Reddy,42,Female,Business,Belagavi,0,0.24,6,1
551,Kavita Naik,47,Male,Private Employee,Bengaluru Rural,1,0.44,2,8
552,Anita Rao,57,Male,Government Employee,Ballari,0,0.57,9,4
553,Imran Hegde,18,Female,Farmer,Bengaluru Rural,1,0.13,2,3
554,Deepa Reddy,19,Male,Retired,Kalaburagi,0,0.3,7,9
555,Sunita Murthy,73,Male,Farmer,Belagavi,0,0.74,6,3
556,Arun Patil,18,Female,Labour,Udupi,0,0.92,12,6
557,Joseph Kumar,23,Male,Private Employee,Dharwad,1,0.11,8,8
558,Ravi Patil,41,Other,Business,Mysuru,0,0.87,3,1
559,Nandini Gowda,46,Male,Farmer,Dharwad,1,0.84,8,3
560,Krishna Hegde,40,Female,Housewife,Mysuru,0,0.19,3,5
561,Girish Murthy,61,Female,Government Employee,Shivamogga,0,0.43,11,4
562,Anita Patel,15,Female,Labour,Bengaluru Rural,0,0.57,2,6
563,Ramesh Hegde,35,Female,Housewife,Belagavi,0,0.32,6,5
564,Meera Rao,44,Female,Farmer,Kalaburagi,0,0.97,7,3
565,Deepa Fernandes,72,Other,Housewife,Dakshina Kannada,0,0.41,5,5
566,Ramesh Nair,27,Male,Student,Hassan,0,0.41,10,10
567,Shiva Fernandes,44,Female,Private Employee,Dakshina Kannada,1,0.11,5,8
568,Girish Menon,55,Male,Government Employee,Hassan,0,0.25,10,4
569,Shiva Shetty,33,Male,Student,Tumakuru,0,0.63,4,10
570,Ravi D'Souza,22,Male,Student,Bengaluru Urban,0,0.42,1,10
571,Joseph Raju,26,Male,Business,Udupi,0,1,12,1
572,Mohan Shetty,27,Male,Labour,Belagavi,0,0.71,6,6
573,Rekha Reddy,43,Female,Government Employee,Hassan,0,0.61,10,4
574,Shiva Swamy,41,Male,Farmer,Dakshina Kannada,1,0.6,5,3
575,Anita Swamy,19,Female,Labour,Ballari,0,0.8,9,6
576,Vijay Prasad,54,Male,Private Employee,Ballari,0,0.74,9,8
577,Girish D'Souza,44,Other,Labour,Bengaluru Urban,0,0.12,1,6
578,Ganesh Sharma,33,Female,Government Employee,Tumakuru,0,0.44,4,4
579,Rekha Shetty,49,Male,Retired,Mysuru,0,0.11,3,9
580,Girish Naik,67,Male,Government Employee,Shivamogga,1,0.63,11,4
581,Lakshmi Patel,69,Female,Business,Udupi,0,0.56,12,1
582,Pooja Sharma,37,Female,Labour,Mysuru,0,0.71,3,6
583,Imran Shetty,60,Female,Student,Dharwad,0,0.28,8,10
584,Shameer Reddy,20,Female,Farmer,Tumakuru,1,0.12,4,3
585,Suresh Reddy,43,Male,Labour,Mysuru,0,0.86,3,6
586,Joseph Fernandes,50,Female,Business,Kalaburagi,1,0.12,7,1
587,Joseph Hegde,29,Male,Farmer,Dharwad,0,0.36,8,3
588,Lakshmi Singh,27,Female,Retired,Kalaburagi,0,0.2,7,9
589,Vijay Gowda,44,Male,Business,Hassan,0,0.62,10,1
590,Rekha Menon,28,Female,Student,Belagavi,0,0.52,6,10
591,Ravi Patil,39,Male,Farmer,Belagavi,0,0.57,6,3
592,Imran Sharma,36,Male,Private Employee,Dharwad,0,0.81,8,8
593,Joseph Shetty,30,Female,Business,Shivamogga,0,0.97,11,1
594,Nandini Prasad,36,Female,Government Employee,Mysuru,0,0.63,3,4
595,Shameer Khan,49,Male,Student,Udupi,0,0.19,12,10
596,Lakshmi Patel,28,Female,Farmer,Bengaluru Rural,0,0.26,2,3
597,Ramesh Kumar,75,Male,Government Employee,Bengaluru Rural,1,0.77,2,4
598,Shameer Pillai,42,Female,Housewife,Belagavi,1,0.5,6,5
599,Nandini Raju,28,Male,Government Employee,Dharwad,0,0.36,8,4
600,Ramesh Prasad,20,Female,Farmer,Bengaluru Rural,0,0.67,2,3
