offender_id,name,alias,age,gender,district_of_origin,education,occupation,prior_convictions,gang_affiliation,status,risk_score
252,Sunita Kumar,Vortex-11,13,Male,Dharwad,Secondary,Farmer,6,Drug Cartel,Convicted,0.68
253,Vijay Naik,Blackout-08,17,Female,Dharwad,Post-Graduate,Unknown,7,None,Acquitted,0.8
254,Lakshmi Murthy,Copper-01,24,Male,Shivamogga,Secondary,Unemployed,8,Drug Cartel,Acquitted,0.98
255,Pooja Prasad,Knox-62,63,Male,Tumakuru,Graduate,Driver,6,None,Acquitted,0.11
256,Anjali Murthy,Orion-55,70,Male,Belagavi,Primary,Driver,4,None,Acquitted,0.6
257,Mohan Fernandes,Indigo-80,45,Female,Dharwad,Secondary,Unemployed,7,Drug Cartel,Juvenile,0.19
258,Deepa Gowda,Zephyr-02,22,Male,Ballari,Post-Graduate,Labourer,7,None,Bail,0.83
259,Deepa Iyer,Meteor-66,59,Male,Bengaluru Rural,Primary,Unemployed,5,None,Juvenile,0.59
260,Suresh Patil,Panther-59,66,Male,Tumakuru,Primary,Unemployed,6,None,Convicted,0.75
261,Suresh Pillai,Scorch-52,73,Male,Dharwad,Graduate,Unknown,8,None,Convicted,0.58
262,Krishna Swamy,Maverick-74,50,Male,Udupi,Primary,Unemployed,6,Drug Cartel,Acquitted,0.55
263,Maria Hegde,Beacon-99,26,Male,Mysuru,Primary,Trader,8,None,Juvenile,0.74
264,Rajesh Rao,Brick-91,34,Male,Shivamogga,Primary,Unknown,2,Organized Crime,Acquitted,0.74
265,Lakshmi Swamy,Jet-54,71,Male,Ballari,Secondary,Farmer,6,None,Acquitted,0.12
266,Suresh Rao,Fang-77,48,Male,Bengaluru Urban,Secondary,Labourer,8,None,Bail,0.19
267,Deepa Hegde,Trace-01,23,Male,Udupi,Secondary,Unknown,0,Local Gang,Convicted,0.96
268,Deepa Naik,Warden-94,30,Female,Dharwad,Primary,Unknown,5,Organized Crime,Acquitted,0.8
269,Girish Patil,Shadow-88,37,Male,Bengaluru Rural,Graduate,Unemployed,6,None,Acquitted,0.22
270,Ravi Patel,Viper-80,44,Female,Hassan,Illiterate,Farmer,4,Local Gang,Acquitted,0.17
271,Priya Patil,Surge-04,21,Male,Ballari,Graduate,Unemployed,5,None,Absconding,0.4
272,Shameer Prasad,Wolf-97,28,Male,Dharwad,Primary,Unknown,3,None,Juvenile,0.44
273,Sanjay Nair,Ash-90,35,Female,Belagavi,Post-Graduate,Farmer,8,Local Gang,Convicted,0.37
274,Pooja Kumar,Quartz-52,72,Male,Bengaluru Rural,Primary,Unknown,3,Drug Cartel,Convicted,0.29
275,Imran Kumar,Copper-76,48,Male,Belagavi,Illiterate,Unemployed,1,None,Absconding,0.6
276,Sunita D'Souza,Eclipse-69,56,Male,Kalaburagi,Illiterate,Student,0,Drug Cartel,Juvenile,0.78
277,Meera Prasad,Grit-62,63,Male,Dharwad,Graduate,Trader,0,Local Gang,Absconding,0.22
278,Anjali Raju,Warden-87,38,Male,Udupi,Secondary,Unemployed,8,Organized Crime,Absconding,0.14
279,Deepa Raju,Mirage-09,16,Male,Udupi,Secondary,Labourer,6,Drug Cartel,Acquitted,0.24
280,Rajesh Reddy,Ranger-02,23,Female,Ballari,Graduate,Unknown,8,None,Bail,0.33
281,Lakshmi Patel,Spark-95,30,Male,Bengaluru Rural,Primary,Driver,7,Local Gang,Bail,0.72
282,Meera Patel,Blade-58,66,Male,Tumakuru,Graduate,Driver,5,None,Juvenile,0.89
283,Ganesh Shetty,Basilisk-84,41,Male,Bengaluru Rural,Secondary,Farmer,2,Organized Crime,Absconding,0.76
284,Rekha Gowda,Beacon-74,51,Male,Hassan,Primary,Unemployed,8,None,Acquitted,0.69
285,Priya Swamy,Blackout-65,56,Male,Bengaluru Rural,Graduate,Driver,8,None,Juvenile,0.86
286,Joseph Patil,Domino-60,65,Male,Hassan,Post-Graduate,Unknown,2,Drug Cartel,Juvenile,0.95
287,Priya Kumar,Flint-53,72,Male,Ballari,Secondary,Trader,7,Local Gang,Arrested,0.98
288,Pooja Pillai,Frost-07,18,Male,Mysuru,Graduate,Unknown,6,None,Acquitted,0.56
289,Pooja Khan,Knox-00,25,Female,Bengaluru Urban,Post-Graduate,Labourer,7,None,Absconding,0.56
290,Kumar Patil,King-64,60,Male,Belagavi,Illiterate,Trader,7,Local Gang,Absconding,0.68
291,Suresh Sharma,Hawk-58,67,Male,Bengaluru Urban,Post-Graduate,Labourer,0,None,Bail,0.56
292,Imran Gowda,Storm-50,74,Male,Hassan,Graduate,Farmer,7,None,Absconding,0.64
293,Shameer Menon,Ash-76,48,Male,Dharwad,Post-Graduate,Student,1,None,Convicted,0.22
294,Krishna Sharma,Bison-68,55,Female,Hassan,Illiterate,Farmer,8,Organized Crime,Arrested,0.53
295,Deepa Gowda,Blackout-58,67,Male,Bengaluru Urban,Post-Graduate,Trader,3,Local Gang,Convicted,0.63
296,Arun D'Souza,Copper-51,74,Female,Bengaluru Rural,Secondary,Student,8,Local Gang,Bail,0.1
297,Nandini Prasad,Vector-05,20,Male,Udupi,Secondary,Trader,5,None,Absconding,0.69
298,Ramesh Swamy,Umbra-71,54,Male,Tumakuru,Graduate,Student,8,Local Gang,Absconding,0.6
299,Nandini Singh,Iron-91,34,Male,Tumakuru,Graduate,Farmer,2,None,Absconding,0.81
300,Maria Menon,Mirage-84,41,Female,Bengaluru Urban,Illiterate,Farmer,2,Local Gang,Acquitted,0.18
301,Mohan Iyer,Raven-49,75,Male,Dakshina Kannada,Post-Graduate,Unemployed,2,Drug Cartel,Convicted,0.11
302,Anita Rao,Zenith-78,45,Male,Hassan,Primary,Unknown,0,None,Absconding,0.98
303,Ganesh Khan,Titan-63,62,Male,Ballari,Illiterate,Unknown,1,None,Acquitted,0.75
304,Meera Singh,Panther-90,34,Female,Dharwad,Graduate,Student,0,None,Absconding,0.56
305,Anita Patel,Scorch-83,41,Male,Hassan,Secondary,Unknown,7,Local Gang,Acquitted,0.79
306,Joseph Fernandes,Cipher-11,13,Male,Bengaluru Rural,Graduate,Unknown,3,Drug Cartel,Juvenile,0.82
307,Pooja Raju,Onyx-96,29,Male,Shivamogga,Secondary,Unemployed,8,None,Convicted,0.42
308,Kumar Menon,Jet-96,27,Male,Dakshina Kannada,Primary,Labourer,3,None,Acquitted,0.24
309,Joseph Menon,Raven-64,61,Female,Dharwad,Secondary,Student,5,Local Gang,Acquitted,0.54
310,Sunita Khan,Knox-75,50,Male,Kalaburagi,Graduate,Student,0,Organized Crime,Bail,0.87
311,Arun Prasad,Orion-68,57,Male,Kalaburagi,Post-Graduate,Unemployed,5,None,Acquitted,0.27
312,Lakshmi Iyer,Kodiak-96,28,Male,Kalaburagi,Secondary,Driver,6,None,Convicted,0.61
313,Priya Reddy,Surge-54,71,Male,Kalaburagi,Primary,Labourer,2,Local Gang,Arrested,0.48
314,Pooja Raju,Signal-90,34,Male,Hassan,Illiterate,Trader,1,Drug Cartel,Absconding,0.29
315,Arun Fernandes,Raven-01,24,Male,Ballari,Secondary,Driver,0,Local Gang,Arrested,0.88
316,Nandini Swamy,Signal-68,56,Female,Dakshina Kannada,Secondary,Driver,8,Local Gang,Juvenile,0.9
317,Girish Pillai,Ember-98,27,Male,Hassan,Graduate,Farmer,1,None,Absconding,0.31
318,Maria Nair,Vector-80,45,Female,Belagavi,Post-Graduate,Student,7,Local Gang,Absconding,0.87
319,Joseph Nair,Domino-10,15,Male,Bengaluru Rural,Illiterate,Trader,8,None,Arrested,0.57
320,Sunita Iyer,Iron-66,59,Male,Udupi,Secondary,Trader,2,None,Acquitted,0.13
321,Anjali Murthy,Talon-70,55,Male,Udupi,Post-Graduate,Labourer,7,Drug Cartel,Juvenile,0.57
322,Meera Murthy,Vortex-62,62,Male,Kalaburagi,Secondary,Labourer,4,None,Arrested,0.41
323,Maria Murthy,Magnet-81,43,Male,Dakshina Kannada,Post-Graduate,Labourer,0,Organized Crime,Bail,0.47
324,Priya Patil,Tiger-99,26,Male,Bengaluru Rural,Graduate,Unknown,3,Organized Crime,Acquitted,0.36
325,Ramesh Rao,Radar-67,57,Male,Shivamogga,Graduate,Student,7,None,Juvenile,0.27
326,Deepa Gowda,Quartz-98,27,Male,Dharwad,Illiterate,Labourer,1,None,Arrested,0.3
327,Shiva Murthy,Striker-54,71,Male,Mysuru,Illiterate,Driver,6,None,Acquitted,0.26
328,Krishna Khan,Onyx-71,54,Male,Dharwad,Primary,Unknown,0,None,Convicted,0.57
329,Sanjay Menon,Diesel-01,23,Male,Udupi,Post-Graduate,Student,1,None,Convicted,0.28
330,Rajesh Reddy,Flint-95,30,Male,Dakshina Kannada,Post-Graduate,Unemployed,6,None,Arrested,0.62
331,Vijay Singh,Knox-50,75,Male,Shivamogga,Post-Graduate,Driver,0,None,Bail,0.73
332,Lakshmi Hegde,Jade-80,44,Male,Bengaluru Urban,Graduate,Driver,2,None,Arrested,0.74
333,Maria Murthy,Trident-97,28,Male,Udupi,Graduate,Driver,8,None,Arrested,0.5
334,Meera Fernandes,Zephyr-90,35,Male,Bengaluru Urban,Post-Graduate,Farmer,5,Organized Crime,Absconding,0.75
335,Krishna Khan,Shadow-83,42,Male,Dakshina Kannada,Secondary,Trader,5,None,Arrested,0.14
336,Anjali Naik,Thunder-62,60,Male,Hassan,Graduate,Unknown,7,Organized Crime,Acquitted,0.14
337,Mohan Gowda,Blaze-69,56,Male,Shivamogga,Illiterate,Driver,8,Drug Cartel,Convicted,0.81
338,Sunita Prasad,Maverick-62,63,Female,Ballari,Illiterate,Unemployed,3,Organized Crime,Convicted,0.27
339,Imran Patil,Nova-68,55,Male,Shivamogga,Post-Graduate,Driver,7,Drug Cartel,Juvenile,0.89
340,Deepa Khan,Saffron-09,16,Female,Dharwad,Secondary,Driver,8,None,Bail,0.79
341,Kavita Iyer,Signal-02,23,Male,Ballari,Secondary,Driver,7,Local Gang,Convicted,0.75
342,Ravi Prasad,Striker-95,30,Female,Tumakuru,Secondary,Unemployed,4,Organized Crime,Acquitted,0.18
343,Vijay Nair,Lotus-66,59,Male,Dakshina Kannada,Illiterate,Student,6,Organized Crime,Absconding,0.75
344,Lakshmi Swamy,Verdict-81,44,Male,Udupi,Post-Graduate,Trader,1,None,Bail,0.89
345,Anjali Hegde,Panther-51,73,Male,Shivamogga,Graduate,Unemployed,4,Organized Crime,Arrested,0.59
346,Maria Hegde,Vortex-06,18,Male,Hassan,Post-Graduate,Unemployed,3,Local Gang,Bail,0.23
347,Nandini Naik,Hawk-60,65,Male,Kalaburagi,Primary,Farmer,2,Local Gang,Acquitted,0.54
348,Deepa Iyer,Blade-53,72,Male,Kalaburagi,Secondary,Unknown,1,None,Juvenile,0.48
349,Meera Iyer,Monsoon-07,18,Female,Hassan,Graduate,Student,2,Local Gang,Arrested,0.28
350,Patel Kumar,Pioneer-00,25,Female,Dakshina Kannada,Illiterate,Driver,1,None,Convicted,0.12
351,Rajesh Rao,Forge-71,53,Male,Udupi,Primary,Unknown,0,Local Gang,Acquitted,0.33
352,Shiva Iyer,Indigo-65,60,Female,Bengaluru Rural,Graduate,Unknown,4,Drug Cartel,Juvenile,0.88
353,Priya Khan,Lantern-57,67,Female,Ballari,Illiterate,Labourer,3,Organized Crime,Convicted,0.14
354,Kavita Murthy,Trident-72,53,Male,Belagavi,Secondary,Labourer,8,None,Arrested,0.89
355,Deepa Nair,Zephyr-65,60,Male,Bengaluru Rural,Graduate,Student,3,Local Gang,Absconding,0.48
356,Kavita Fernandes,Shadow-58,67,Male,Ballari,Primary,Farmer,2,None,Juvenile,0.49
357,Vijay Pillai,Zenith-91,33,Male,Udupi,Illiterate,Labourer,5,None,Juvenile,0.79
358,Ramesh Shetty,Indigo-02,22,Male,Bengaluru Rural,Primary,Labourer,0,Organized Crime,Acquitted,0.65
359,Priya Hegde,Mantis-98,27,Male,Dharwad,Primary,Student,7,Drug Cartel,Juvenile,0.27
360,Vijay Patil,Shakti-98,22,Male,Bengaluru Urban,Secondary,Trader,3,Drug Cartel,Juvenile,0.78
361,Anjali Iyer,Flint-63,61,Male,Bengaluru Urban,Post-Graduate,Unknown,6,Drug Cartel,Bail,0.65
362,Deepa Prasad,Signal-77,48,Male,Bengaluru Urban,Primary,Student,8,Local Gang,Juvenile,0.6
363,Rajesh Shetty,Kodiak-50,75,Male,Kalaburagi,Secondary,Student,0,Drug Cartel,Acquitted,0.52
364,Patel Prasad,Blade-83,41,Male,Kalaburagi,Graduate,Driver,7,None,Absconding,0.63
365,Rekha Fernandes,Verdict-56,69,Male,Udupi,Primary,Unknown,1,None,Arrested,0.67
366,Sanjay Prasad,Rebel-84,38,Male,Mysuru,Secondary,Student,2,None,Absconding,0.79
367,Anita Fernandes,Wolf-83,41,Female,Tumakuru,Illiterate,Student,4,None,Convicted,0.87
368,Shameer Murthy,Lancer-56,69,Male,Kalaburagi,Graduate,Unemployed,0,None,Acquitted,0.66
369,Suresh Patil,Teak-10,13,Male,Bengaluru Urban,Post-Graduate,Farmer,4,None,Arrested,0.2
370,Joseph Shetty,Dagger-62,62,Male,Mysuru,Graduate,Unknown,5,None,Arrested,0.39
371,Ganesh D'Souza,Pioneer-75,50,Male,Bengaluru Rural,Secondary,Driver,8,Local Gang,Acquitted,0.73
372,Nandini Pillai,Sentinel-68,57,Male,Udupi,Secondary,Trader,5,None,Acquitted,0.93
373,Pooja Pillai,Solstice-61,64,Male,Dakshina Kannada,Primary,Unemployed,1,None,Convicted,0.76
374,Ramesh D'Souza,Switch-54,71,Male,Tumakuru,Illiterate,Unknown,3,Drug Cartel,Bail,0.81
375,Deepa Patel,Sierra-89,35,Male,Kalaburagi,Post-Graduate,Student,0,None,Absconding,0.85
376,Lakshmi Naik,Domino-01,24,Male,Ballari,Secondary,Trader,6,Drug Cartel,Arrested,0.61
377,Deepa Gowda,Forge-94,31,Male,Mysuru,Secondary,Farmer,0,None,Convicted,0.61
378,Arun Shetty,Vortex-64,57,Male,Dharwad,Primary,Driver,7,None,Absconding,0.26
379,Ganesh Rao,Kodiak-80,45,Male,Ballari,Primary,Labourer,5,Local Gang,Juvenile,0.8
380,Krishna Prasad,Mantis-73,52,Male,Kalaburagi,Post-Graduate,Unemployed,0,None,Arrested,0.4
381,Pooja Menon,Cipher-10,15,Male,Shivamogga,Primary,Driver,3,None,Bail,0.58
382,Sunita Sharma,Saffron-59,66,Female,Ballari,Post-Graduate,Unemployed,3,Organized Crime,Bail,0.34
383,Nandini Hegde,Signal-52,73,Female,Ballari,Graduate,Unemployed,2,None,Convicted,0.2
384,Sanjay Patil,Storm-68,55,Female,Udupi,Graduate,Student,5,None,Bail,0.74
385,Mohan Fernandes,Brick-99,26,Male,Dharwad,Secondary,Unknown,7,Local Gang,Absconding,0.23
386,Meera Khan,Dagger-92,33,Male,Bengaluru Urban,Illiterate,Trader,1,None,Convicted,0.86
387,Shameer Swamy,Vortex-68,57,Male,Bengaluru Rural,Secondary,Student,1,None,Acquitted,0.46
388,Priya Raju,Summit-05,20,Male,Udupi,Post-Graduate,Trader,6,Organized Crime,Bail,0.26
389,Krishna Murthy,Bison-53,71,Male,Bengaluru Rural,Graduate,Labourer,4,Local Gang,Arrested,0.72
390,Kavita Murthy,Lotus-64,61,Male,Mysuru,Post-Graduate,Farmer,0,None,Juvenile,0.51
391,Nandini Fernandes,Rogue-02,23,Male,Shivamogga,Secondary,Trader,5,None,Acquitted,0.65
392,Anjali Shetty,Comet-94,30,Male,Ballari,Secondary,Unemployed,4,None,Absconding,0.73
393,Maria Khan,Cobra-68,55,Male,Mysuru,Graduate,Labourer,3,Organized Crime,Convicted,0.86
394,Vijay Sharma,Anchor-97,28,Male,Dharwad,Graduate,Labourer,1,None,Juvenile,0.87
395,Shameer D'Souza,Bison-90,35,Male,Dharwad,Graduate,Driver,3,None,Convicted,0.62
396,Maria Prasad,Cinder-83,42,Male,Bengaluru Urban,Post-Graduate,Trader,5,None,Acquitted,0.97
397,Patel Prasad,Domino-76,49,Male,Hassan,Illiterate,Labourer,7,Drug Cartel,Juvenile,0.72
398,Anita Iyer,Spire-96,27,Male,Ballari,Graduate,Student,5,Local Gang,Bail,0.36
399,Patel Swamy,Blaze-08,17,Male,Bengaluru Urban,Secondary,Farmer,0,None,Convicted,0.21
400,Sunita Nair,Maverick-01,24,Female,Bengaluru Urban,Illiterate,Student,2,Organized Crime,Juvenile,0.69
