victim_id,name,age,gender,occupation,district,repeat_victim,vulnerability_index
421,Lakshmi Reddy,57,Female,Housewife,Tumakuru,false,0.63
422,Arun Sharma,38,Male,Government Employee,Tumakuru,false,0.48
423,Anjali Naik,33,Male,Government Employee,Udupi,false,0.31
424,Suresh Prasad,25,Male,Student,Dakshina Kannada,true,0.43
425,Ramesh Hegde,73,Male,Student,Mysuru,true,0.15
426,Anita Murthy,37,Male,Business,Kalaburagi,false,0.95
427,Arun Reddy,22,Female,Housewife,Belagavi,false,0.83
428,Pooja Iyer,49,Male,Government Employee,Tumakuru,false,0.18
429,Patel Iyer,28,Male,Farmer,Tumakuru,false,0.93
430,Shameer Patel,26,Male,Labour,Tumakuru,false,0.24
431,Deepa Nair,24,Female,Private Employee,Belagavi,false,0.75
432,Lakshmi D'Souza,53,Female,Student,Mysuru,false,0.73
433,Nandini Naik,18,Female,Farmer,Udupi,false,0.55
434,Mohan Patil,47,Male,Retired,Ballari,false,0.46
435,Ravi Patil,20,Female,Student,Ballari,false,0.74
436,Anjali Hegde,40,Male,Government Employee,Ballari,true,0.3
437,Suresh Pillai,40,Male,Government Employee,Mysuru,false,0.81
438,Krishna Rao,38,Female,Student,Shivamogga,false,0.64
439,Maria Raju,19,Male,Housewife,Kalaburagi,false,0.37
440,Krishna Gowda,71,Female,Farmer,Udupi,false,0.26
441,Joseph Swamy,68,Male,Retired,Shivamogga,false,0.66
442,Krishna Fernandes,37,Male,Government Employee,Tumakuru,false,0.83
443,Girish Hegde,35,Female,Retired,Belagavi,true,0.53
444,Kumar Patil,45,Male,Labour,Udupi,false,0.35
445,Krishna Khan,20,Female,Farmer,Bengaluru Rural,true,0.48
446,Arun Prasad,43,Male,Student,Hassan,true,0.45
447,Ganesh Pillai,18,Female,Housewife,Tumakuru,false,0.34
448,Ravi Gowda,70,Female,Business,Ballari,false,0.4
449,Vijay Murthy,37,Female,Labour,Mysuru,false,0.53
450,Maria Nair,26,Female,Business,Bengaluru Urban,false,0.19
451,Rekha D'Souza,26,Male,Farmer,Bengaluru Urban,false,0.45
452,Priya Menon,22,Male,Business,Dharwad,false,0.2
453,Meera Kumar,22,Female,Business,Belagavi,false,0.93
454,Vijay Patil,70,Male,Private Employee,Hassan,false,0.48
455,Anita Iyer,72,Female,Private Employee,Bengaluru Rural,false,0.55
456,Shiva Kumar,22,Female,Housewife,Shivamogga,true,0.23
457,Krishna Kumar,46,Male,Retired,Udupi,false,0.18
458,Ganesh Khan,56,Male,Labour,Kalaburagi,false,0.98
459,Vijay Pillai,41,Female,Retired,Kalaburagi,false,0.58
460,Krishna Hegde,48,Male,Retired,Ballari,false,0.72
461,Priya Singh,33,Male,Student,Belagavi,false,0.96
462,Meera Singh,52,Female,Housewife,Dakshina Kannada,false,0.85
463,Priya Rao,44,Female,Student,Udupi,true,0.97
464,Patel Gowda,43,Female,Retired,Belagavi,true,0.2
465,Krishna Iyer,46,Female,Student,Mysuru,false,0.17
466,Krishna D'Souza,27,Male,Housewife,Dharwad,false,0.77
467,Lakshmi D'Souza,40,Female,Labour,Shivamogga,false,0.36
468,Suresh Iyer,28,Female,Housewife,Bengaluru Urban,false,0.48
469,Deepa Nair,65,Female,Government Employee,Udupi,false,0.94
470,Pooja Khan,19,Other,Housewife,Udupi,false,0.66
471,Krishna Raju,20,Female,Business,Udupi,false,0.38
472,Kumar Naik,43,Female,Retired,Tumakuru,false,0.19
473,Anjali Patel,30,Male,Government Employee,Mysuru,false,0.16
474,Rajesh Raju,40,Male,Student,Tumakuru,false,0.98
475,Shiva Murthy,49,Male,Private Employee,Bengaluru Rural,false,0.11
476,Sanjay Prasad,22,Male,Retired,Udupi,false,0.22
477,Ramesh Prasad,41,Male,Housewife,Bengaluru Urban,false,0.44
478,Anita Patil,32,Male,Labour,Bengaluru Rural,false,0.18
479,Shiva Menon,37,Female,Housewife,Ballari,false,0.76
480,Girish Sharma,41,Male,Private Employee,Hassan,false,0.49
481,Joseph Khan,75,Male,Business,Mysuru,false,0.99
482,Vijay Shetty,18,Female,Business,Dharwad,true,0.38
483,Mohan Nair,56,Female,Private Employee,Bengaluru Rural,true,0.74
484,Sunita Fernandes,46,Female,Housewife,Bengaluru Rural,false,0.54
485,Sanjay D'Souza,22,Female,Housewife,Dharwad,false,0.86
486,Mohan Menon,62,Male,Labour,Dakshina Kannada,false,0.99
487,Suresh Hegde,28,Female,Student,Mysuru,false,0.36
488,Anjali Kumar,24,Male,Labour,Shivamogga,true,0.52
489,Arun Kumar,45,Male,Business,Kalaburagi,false,0.28
490,Kavita Iyer,23,Male,Labour,Bengaluru Rural,false,0.13
491,Vijay Pillai,25,Male,Student,Hassan,false,0.16
492,Lakshmi Rao,64,Male,Student,Shivamogga,false,0.33
493,Mohan Nair,20,Male,Government Employee,Udupi,false,0.48
494,Kumar Naik,22,Male,Retired,Belagavi,false,0.37
495,Lakshmi Murthy,24,Female,Housewife,Udupi,false,0.92
496,Deepa Iyer,31,Male,Housewife,Belagavi,false,0.84
497,Ravi Sharma,41,Female,Housewife,Dharwad,false,0.2
498,Sunita Prasad,64,Female,Labour,Mysuru,false,0.68
499,Rajesh Rao,32,Male,Housewife,Hassan,false,0.41
500,Nandini Gowda,72,Male,Private Employee,Bengaluru Urban,false,0.38
501,Maria Murthy,54,Female,Labour,Kalaburagi,false,0.42
502,Ganesh Patel,47,Male,Housewife,Dharwad,false,0.26
503,Ramesh Khan,48,Male,Retired,Shivamogga,false,0.66
504,Mohan Reddy,54,Male,Student,Hassan,false,0.19
505,Deepa Reddy,50,Female,Student,Shivamogga,false,0.48
506,Deepa Khan,25,Male,Labour,Bengaluru Rural,false,0.81
507,Ravi Singh,43,Female,Government Employee,Dakshina Kannada,false,0.34
508,Joseph Hegde,64,Male,Retired,Bengaluru Urban,true,0.24
509,Krishna Iyer,26,Male,Housewife,Hassan,false,0.32
510,Shameer Pillai,57,Male,Student,Hassan,false,0.95
511,Sanjay Patel,36,Female,Retired,Tumakuru,true,0.82
512,Shiva Khan,49,Female,Government Employee,Ballari,false,0.39
513,Ramesh Gowda,18,Female,Housewife,Bengaluru Urban,false,0.59
514,Sanjay Gowda,69,Female,Housewife,Dharwad,false,0.8
515,Rekha Hegde,28,Male,Farmer,Udupi,false,0.81
516,Sunita Kumar,32,Female,Student,Shivamogga,false,0.88
517,Arun Reddy,27,Male,Government Employee,Mysuru,true,0.54
518,Sanjay Reddy,21,Male,Student,Kalaburagi,true,0.96
519,Ramesh Khan,28,Female,Labour,Mysuru,false,0.11
520,Imran Iyer,27,Female,Business,Belagavi,false,0.54
521,Ravi Patil,48,Female,Government Employee,Bengaluru Rural,false,0.13
522,Rajesh Singh,12,Male,Farmer,Bengaluru Urban,false,0.3
523,Sunita Nair,35,Male,Business,Belagavi,false,0.69
524,Ramesh Prasad,46,Female,Farmer,Dakshina Kannada,false,0.72
525,Sanjay Reddy,59,Female,Government Employee,Mysuru,false,0.96
526,Ramesh Iyer,45,Female,Private Employee,Hassan,true,0.44
527,Meera Pillai,23,Female,Labour,Mysuru,false,0.96
528,Anita Iyer,24,Female,Private Employee,Kalaburagi,true,0.26
529,Kumar Singh,30,Male,Farmer,Shivamogga,false,0.23
530,Kavita Gowda,18,Female,Farmer,Dharwad,false,0.39
531,Sanjay Shetty,19,Female,Farmer,Bengaluru Rural,false,0.74
532,Mohan Swamy,72,Female,Retired,Shivamogga,false,0.39
533,Suresh Murthy,21,Male,Government Employee,Kalaburagi,true,0.51
534,Sanjay Hegde,49,Female,Government Employee,Bengaluru Urban,false,0.87
535,Anita Sharma,65,Female,Retired,Bengaluru Urban,false,0.93
536,Ravi Kumar,28,Male,Retired,Udupi,false,0.39
537,Deepa Patel,19,Male,Student,Kalaburagi,false,0.99
538,Krishna Singh,34,Female,Business,Bengaluru Urban,false,0.84
539,Anjali D'Souza,23,Male,Business,Tumakuru,false,0.83
540,Ravi Naik,68,Male,Student,Bengaluru Rural,true,0.37
541,Shameer Khan,29,Male,Housewife,Mysuru,false,0.21
542,Ganesh Swamy,20,Female,Retired,Shivamogga,false,0.21
543,Lakshmi Menon,49,Male,Government Employee,Belagavi,false,0.53
544,Anita Kumar,30,Male,Farmer,Shivamogga,false,0.87
545,Lakshmi Naik,33,Male,Farmer,Dharwad,false,0.27
546,Krishna Swamy,21,Female,Private Employee,Dakshina Kannada,false,0.69
547,Vijay Hegde,54,Female,Retired,Dharwad,false,0.56
548,Mohan Nair,37,Male,Government Employee,Hassan,false,0.23
549,Arun Hegde,74,Male,Labour,Mysuru,false,0.53
550,Sunita Reddy,42,Female,Business,Belagavi,false,0.24
551,Kavita Naik,47,Male,Private Employee,Bengaluru Rural,true,0.44
552,Anita Rao,57,Male,Government Employee,Ballari,false,0.57
553,Imran Hegde,18,Female,Farmer,Bengaluru Rural,true,0.13
554,Deepa Reddy,19,Male,Retired,Kalaburagi,false,0.3
555,Sunita Murthy,73,Male,Farmer,Belagavi,false,0.74
556,Arun Patil,18,Female,Labour,Udupi,false,0.92
557,Joseph Kumar,23,Male,Private Employee,Dharwad,true,0.11
558,Ravi Patil,41,Other,Business,Mysuru,false,0.87
559,Nandini Gowda,46,Male,Farmer,Dharwad,true,0.84
560,Krishna Hegde,40,Female,Housewife,Mysuru,false,0.19
561,Girish Murthy,61,Female,Government Employee,Shivamogga,false,0.43
562,Anita Patel,15,Female,Labour,Bengaluru Rural,false,0.57
563,Ramesh Hegde,35,Female,Housewife,Belagavi,false,0.32
564,Meera Rao,44,Female,Farmer,Kalaburagi,false,0.97
565,Deepa Fernandes,72,Other,Housewife,Dakshina Kannada,false,0.41
566,Ramesh Nair,27,Male,Student,Hassan,false,0.41
567,Shiva Fernandes,44,Female,Private Employee,Dakshina Kannada,true,0.11
568,Girish Menon,55,Male,Government Employee,Hassan,false,0.25
569,Shiva Shetty,33,Male,Student,Tumakuru,false,0.63
570,Ravi D'Souza,22,Male,Student,Bengaluru Urban,false,0.42
571,Joseph Raju,26,Male,Business,Udupi,false,1
572,Mohan Shetty,27,Male,Labour,Belagavi,false,0.71
573,Rekha Reddy,43,Female,Government Employee,Hassan,false,0.61
574,Shiva Swamy,41,Male,Farmer,Dakshina Kannada,true,0.6
575,Anita Swamy,19,Female,Labour,Ballari,false,0.8
576,Vijay Prasad,54,Male,Private Employee,Ballari,false,0.74
577,Girish D'Souza,44,Other,Labour,Bengaluru Urban,false,0.12
578,Ganesh Sharma,33,Female,Government Employee,Tumakuru,false,0.44
579,Rekha Shetty,49,Male,Retired,Mysuru,false,0.11
580,Girish Naik,67,Male,Government Employee,Shivamogga,true,0.63
581,Lakshmi Patel,69,Female,Business,Udupi,false,0.56
582,Pooja Sharma,37,Female,Labour,Mysuru,false,0.71
583,Imran Shetty,60,Female,Student,Dharwad,false,0.28
584,Shameer Reddy,20,Female,Farmer,Tumakuru,true,0.12
585,Suresh Reddy,43,Male,Labour,Mysuru,false,0.86
586,Joseph Fernandes,50,Female,Business,Kalaburagi,true,0.12
587,Joseph Hegde,29,Male,Farmer,Dharwad,false,0.36
588,Lakshmi Singh,27,Female,Retired,Kalaburagi,false,0.2
589,Vijay Gowda,44,Male,Business,Hassan,false,0.62
590,Rekha Menon,28,Female,Student,Belagavi,false,0.52
591,Ravi Patil,39,Male,Farmer,Belagavi,false,0.57
592,Imran Sharma,36,Male,Private Employee,Dharwad,false,0.81
593,Joseph Shetty,30,Female,Business,Shivamogga,false,0.97
594,Nandini Prasad,36,Female,Government Employee,Mysuru,false,0.63
595,Shameer Khan,49,Male,Student,Udupi,false,0.19
596,Lakshmi Patel,28,Female,Farmer,Bengaluru Rural,false,0.26
597,Ramesh Kumar,75,Male,Government Employee,Bengaluru Rural,true,0.77
598,Shameer Pillai,42,Female,Housewife,Belagavi,true,0.5
599,Nandini Raju,28,Male,Government Employee,Dharwad,false,0.36
600,Ramesh Prasad,20,Female,Farmer,Bengaluru Rural,false,0.67
